reference,activity,time
PULSAR 220,CAMBIO DE PIÑONES DEL MOTOR DE ARRANQUE LADO VOLANTE,1
AVENGER 220,CAMBIO DE PIÑONES DEL MOTOR DE ARRANQUE LADO VOLANTE,1
XCD,CAMBIO DE PIÑONES DEL MOTOR DE ARRANQUE LADO VOLANTE,1
DISCOVER 100,CAMBIO DE PIÑONES DEL MOTOR DE ARRANQUE LADO VOLANTE,1
DISCOVER 135,CAMBIO DE PIÑONES DEL MOTOR DE ARRANQUE LADO VOLANTE,1
DISCOVER 100 5S,CAMBIO DE PIÑONES DEL MOTOR DE ARRANQUE LADO VOLANTE,1
DISCOVER 150,CAMBIO DE PIÑONES DEL MOTOR DE ARRANQUE LADO VOLANTE,1
CHAMPION,CAMBIO DE PIÑONES DEL MOTOR DE ARRANQUE LADO VOLANTE,1
DISCOVER 125 ST,CAMBIO DE PIÑONES DEL MOTOR DE ARRANQUE LADO VOLANTE,1
BOXER BM 150,CAMBIO DE PIÑONES DEL MOTOR DE ARRANQUE LADO VOLANTE,1
BOXER BM 100 ES,CAMBIO DE PIÑONES DEL MOTOR DE ARRANQUE LADO VOLANTE,1
PLATINO 125,CAMBIO DE PIÑONES DEL MOTOR DE ARRANQUE LADO VOLANTE,1
PLATINO 125 - 5S,CAMBIO DE PIÑONES DEL MOTOR DE ARRANQUE LADO VOLANTE,1
PLATINO 110,CAMBIO DE PIÑONES DEL MOTOR DE ARRANQUE LADO VOLANTE,1
FAMILLY,CAMBIO DE PIÑONES DEL MOTOR DE ARRANQUE LADO VOLANTE,1
KAZE MAX II,CAMBIO DE PIÑONES DEL MOTOR DE ARRANQUE LADO VOLANTE,1.5
ZX 130- MAGIC II,CAMBIO DE PIÑONES DEL MOTOR DE ARRANQUE LADO VOLANTE,1.3
KLX 150,CAMBIO DE PIÑONES DEL MOTOR DE ARRANQUE LADO VOLANTE,1
KLX150  L,CAMBIO DE PIÑONES DEL MOTOR DE ARRANQUE LADO VOLANTE,1
KLX 250,CAMBIO DE PIÑONES DEL MOTOR DE ARRANQUE LADO VOLANTE,1
NINJA 250,CAMBIO DE PIÑONES DEL MOTOR DE ARRANQUE LADO VOLANTE,1.8
NINJA 250 FI,CAMBIO DE PIÑONES DEL MOTOR DE ARRANQUE LADO VOLANTE,1.8
Z250,CAMBIO DE PIÑONES DEL MOTOR DE ARRANQUE LADO VOLANTE,1.5
Z250 SL,CAMBIO DE PIÑONES DEL MOTOR DE ARRANQUE LADO VOLANTE,1.5
ER-6n,CAMBIO DE PIÑONES DEL MOTOR DE ARRANQUE LADO VOLANTE,1.5
MRX 150,CAMBIO DE PIÑONES DEL MOTOR DE ARRANQUE LADO VOLANTE,1
FURAX,CAMBIO DE PIÑONES DEL MOTOR DE ARRANQUE LADO VOLANTE,1.5
BOMBER 125,CAMBIO DE PIÑONES DEL MOTOR DE ARRANQUE LADO VOLANTE,1.5
BOMBER 250,CAMBIO DE PIÑONES DEL MOTOR DE ARRANQUE LADO VOLANTE,0.6
COMBAT 125,CAMBIO DE PIÑONES DEL MOTOR DE ARRANQUE LADO VOLANTE,1.5
ZS,CAMBIO DE PIÑONES DEL MOTOR DE ARRANQUE LADO VOLANTE,2.5
LIFE,CAMBIO DE PIÑONES DEL MOTOR DE ARRANQUE LADO VOLANTE,2.5
HUNTER,CAMBIO DE PIÑONES DEL MOTOR DE ARRANQUE LADO VOLANTE,2.5
BLACK,CAMBIO DE PIÑONES DEL MOTOR DE ARRANQUE LADO VOLANTE,2.5
VENOM 400,CAMBIO DE PIÑONES DEL MOTOR DE ARRANQUE LADO VOLANTE,1
VENOM 250,CAMBIO DE PIÑONES DEL MOTOR DE ARRANQUE LADO VOLANTE,1
ONE,CAMBIO DE PIÑONES DEL MOTOR DE ARRANQUE LADO VOLANTE,1
FLOW,CAMBIO DE PIÑONES DEL MOTOR DE ARRANQUE LADO VOLANTE,1
ADVANCE II LF,CAMBIO DE PIÑONES DEL MOTOR DE ARRANQUE LADO VOLANTE,1
ZONTES 155,CAMBIO DE PIÑONES DEL MOTOR DE ARRANQUE LADO VOLANTE,1
ZONTES 310M,CAMBIO DE PIÑONES DEL MOTOR DE ARRANQUE LADO VOLANTE,2.5
SHOCK,CAMBIO DE PIÑONES DEL MOTOR DE ARRANQUE LADO VOLANTE,1
TNT150i,CAMBIO DE PIÑONES DEL MOTOR DE ARRANQUE LADO VOLANTE,1
180S,CAMBIO DE PIÑONES DEL MOTOR DE ARRANQUE LADO VOLANTE,1
TNT25N,CAMBIO DE PIÑONES DEL MOTOR DE ARRANQUE LADO VOLANTE,1
LEONCINO 500,CAMBIO DE PIÑONES DEL MOTOR DE ARRANQUE LADO VOLANTE,1.5
LEONCINO 250,CAMBIO DE PIÑONES DEL MOTOR DE ARRANQUE LADO VOLANTE,1
TRK 500X,CAMBIO DE PIÑONES DEL MOTOR DE ARRANQUE LADO VOLANTE,1.5
TRK 251,CAMBIO DE PIÑONES DEL MOTOR DE ARRANQUE LADO VOLANTE,1
302 S,CAMBIO DE PIÑONES DEL MOTOR DE ARRANQUE LADO VOLANTE,1
AGILITY,CAMBIO ROLLERS PIÑÓN ARRANQUE DE LA VOLANTE,2.5
AGILITY RS,CAMBIO ROLLERS PIÑÓN ARRANQUE DE LA VOLANTE,2.5
AGILITY CITY 150,CAMBIO ROLLERS PIÑÓN ARRANQUE DE LA VOLANTE,2.5
BET & WIN,CAMBIO ROLLERS PIÑÓN ARRANQUE DE LA VOLANTE,2.8
ACTIV,CAMBIO ROLLERS PIÑÓN ARRANQUE DE LA VOLANTE,1.2
SPIKE,CAMBIO ROLLERS PIÑÓN ARRANQUE DE LA VOLANTE,1.2
AGILITY RS  NAKED,CAMBIO ROLLERS PIÑÓN ARRANQUE DE LA VOLANTE,2.5
SUPER 8,CAMBIO ROLLERS PIÑÓN ARRANQUE DE LA VOLANTE,2.5
GACELA,CAMBIO ROLLERS PIÑÓN ARRANQUE DE LA VOLANTE,2.5
CRUCERO             x-town 300,CAMBIO ROLLERS PIÑÓN ARRANQUE DE LA VOLANTE,3
ROCKET,CAMBIO ROLLERS PIÑÓN ARRANQUE DE LA VOLANTE,2.5
FLY 125,CAMBIO ROLLERS PIÑÓN ARRANQUE DE LA VOLANTE,2.5
TWIST,CAMBIO ROLLERS PIÑÓN ARRANQUE DE LA VOLANTE,2.5
JETIX,CAMBIO ROLLERS PIÑÓN ARRANQUE DE LA VOLANTE,1.2
UNI-K 110,CAMBIO ROLLERS PIÑÓN ARRANQUE DE LA VOLANTE,1.2
TRACK,CAMBIO ROLLERS PIÑÓN ARRANQUE DE LA VOLANTE,1.2
PULSAR 135,CAMBIO ROLLERS PIÑÓN ARRANQUE DE LA VOLANTE,1.2
Perseo,CAMBIO ROLLERS PIÑÓN ARRANQUE DE LA VOLANTE,1.2
PULSAR,CAMBIO ROLLERS PIÑÓN ARRANQUE DE LA VOLANTE,1.2
PULSAR 180 UG,CAMBIO ROLLERS PIÑÓN ARRANQUE DE LA VOLANTE,1.2
PULSAR 150,CAMBIO ROLLERS PIÑÓN ARRANQUE DE LA VOLANTE,1.2
THOR 160,CAMBIO ROLLERS PIÑÓN ARRANQUE DE LA VOLANTE,1.2
PULSAR 200,CAMBIO ROLLERS PIÑÓN ARRANQUE DE LA VOLANTE,1.2
PULSAR 150 NS,CAMBIO ROLLERS PIÑÓN ARRANQUE DE LA VOLANTE,1.2
PULSAR 150 AS,CAMBIO ROLLERS PIÑÓN ARRANQUE DE LA VOLANTE,1.2
PULSAR 200 AS,CAMBIO ROLLERS PIÑÓN ARRANQUE DE LA VOLANTE,1.2
PULSAR 200 NS,CAMBIO ROLLERS PIÑÓN ARRANQUE DE LA VOLANTE,1.2
TITAN,CAMBIO ROLLERS PIÑÓN ARRANQUE DE LA VOLANTE,1.3
PULSAR  RS 200,CAMBIO ROLLERS PIÑÓN ARRANQUE DE LA VOLANTE,1.3
PULSAR 220,CAMBIO ROLLERS PIÑÓN ARRANQUE DE LA VOLANTE,1.2
AVENGER 220,CAMBIO ROLLERS PIÑÓN ARRANQUE DE LA VOLANTE,1.2
XCD,CAMBIO ROLLERS PIÑÓN ARRANQUE DE LA VOLANTE,1.2
DISCOVER 100,CAMBIO ROLLERS PIÑÓN ARRANQUE DE LA VOLANTE,1.2
DISCOVER 135,CAMBIO ROLLERS PIÑÓN ARRANQUE DE LA VOLANTE,1.2
DISCOVER 100 5S,CAMBIO ROLLERS PIÑÓN ARRANQUE DE LA VOLANTE,1.2
DISCOVER 150,CAMBIO ROLLERS PIÑÓN ARRANQUE DE LA VOLANTE,1.2
CHAMPION,CAMBIO ROLLERS PIÑÓN ARRANQUE DE LA VOLANTE,1.2
DISCOVER 125 ST,CAMBIO ROLLERS PIÑÓN ARRANQUE DE LA VOLANTE,1.2
BOXER BM 150,CAMBIO ROLLERS PIÑÓN ARRANQUE DE LA VOLANTE,1.2
BOXER BM 100 ES,CAMBIO ROLLERS PIÑÓN ARRANQUE DE LA VOLANTE,1.2
PLATINO 125,CAMBIO ROLLERS PIÑÓN ARRANQUE DE LA VOLANTE,1.2
PLATINO 125 - 5S,CAMBIO ROLLERS PIÑÓN ARRANQUE DE LA VOLANTE,1.2
PLATINO 110,CAMBIO ROLLERS PIÑÓN ARRANQUE DE LA VOLANTE,1.2
FAMILLY,CAMBIO ROLLERS PIÑÓN ARRANQUE DE LA VOLANTE,1.2
ZX 130- MAGIC II,CAMBIO ROLLERS PIÑÓN ARRANQUE DE LA VOLANTE,1.5
KLX 150,CAMBIO ROLLERS PIÑÓN ARRANQUE DE LA VOLANTE,1.2
KLX150  L,CAMBIO ROLLERS PIÑÓN ARRANQUE DE LA VOLANTE,1.2
KLX 250,CAMBIO ROLLERS PIÑÓN ARRANQUE DE LA VOLANTE,1.5
NINJA 250,CAMBIO ROLLERS PIÑÓN ARRANQUE DE LA VOLANTE,1.8
NINJA 250 FI,CAMBIO ROLLERS PIÑÓN ARRANQUE DE LA VOLANTE,1.8
Z250,CAMBIO ROLLERS PIÑÓN ARRANQUE DE LA VOLANTE,1.5
Z250 SL,CAMBIO ROLLERS PIÑÓN ARRANQUE DE LA VOLANTE,1.5
ER-6n,CAMBIO ROLLERS PIÑÓN ARRANQUE DE LA VOLANTE,1.5
TRANS-SPORT,CAMBIO ROLLERS PIÑÓN ARRANQUE DE LA VOLANTE,1.2
MRX 150,CAMBIO ROLLERS PIÑÓN ARRANQUE DE LA VOLANTE,1.2
FURAX,CAMBIO ROLLERS PIÑÓN ARRANQUE DE LA VOLANTE,1.2
BOMBER 250,CAMBIO ROLLERS PIÑÓN ARRANQUE DE LA VOLANTE,1
ZS,CAMBIO ROLLERS PIÑÓN ARRANQUE DE LA VOLANTE,2.5
LIFE,CAMBIO ROLLERS PIÑÓN ARRANQUE DE LA VOLANTE,2.5
HUNTER,CAMBIO ROLLERS PIÑÓN ARRANQUE DE LA VOLANTE,2.5
BLACK,CAMBIO ROLLERS PIÑÓN ARRANQUE DE LA VOLANTE,2.5
VENOM 400,CAMBIO ROLLERS PIÑÓN ARRANQUE DE LA VOLANTE,1
VENOM 250,CAMBIO ROLLERS PIÑÓN ARRANQUE DE LA VOLANTE,1.2
ONE,CAMBIO ROLLERS PIÑÓN ARRANQUE DE LA VOLANTE,1.2
FLOW,CAMBIO ROLLERS PIÑÓN ARRANQUE DE LA VOLANTE,1.2
ADVANCE II LF,CAMBIO ROLLERS PIÑÓN ARRANQUE DE LA VOLANTE,1.2
ZONTES 155,CAMBIO ROLLERS PIÑÓN ARRANQUE DE LA VOLANTE,1.5
ZONTES 310M,CAMBIO ROLLERS PIÑÓN ARRANQUE DE LA VOLANTE,3
SHOCK,CAMBIO ROLLERS PIÑÓN ARRANQUE DE LA VOLANTE,1.2
TNT150i,CAMBIO ROLLERS PIÑÓN ARRANQUE DE LA VOLANTE,1.5
180S,CAMBIO ROLLERS PIÑÓN ARRANQUE DE LA VOLANTE,1.5
TNT25N,CAMBIO ROLLERS PIÑÓN ARRANQUE DE LA VOLANTE,1.5
LEONCINO 500,CAMBIO ROLLERS PIÑÓN ARRANQUE DE LA VOLANTE,1.5
LEONCINO 250,CAMBIO ROLLERS PIÑÓN ARRANQUE DE LA VOLANTE,1.5
TRK 500X,CAMBIO ROLLERS PIÑÓN ARRANQUE DE LA VOLANTE,1.5
TRK 251,CAMBIO ROLLERS PIÑÓN ARRANQUE DE LA VOLANTE,1.5
302 S,CAMBIO ROLLERS PIÑÓN ARRANQUE DE LA VOLANTE,1.5
ACTIV,CAMBIO DE CADENILLA DE ARRANQUE,1.2
SPIKE,CAMBIO DE CADENILLA DE ARRANQUE,1.2
JETIX,CAMBIO DE CADENILLA DE ARRANQUE,1.2
UNI-K 110,CAMBIO DE CADENILLA DE ARRANQUE,1.2
TRACK,CAMBIO DE CADENILLA DE ARRANQUE,1.2
TRANS-SPORT,CAMBIO DE CADENILLA DE ARRANQUE,0.8
ONE,CAMBIO DE CADENILLA DE ARRANQUE,1.2
FLOW,CAMBIO DE CADENILLA DE ARRANQUE,1.2
ADVANCE II LF,CAMBIO DE CADENILLA DE ARRANQUE,1.2
SHOCK,CAMBIO DE CADENILLA DE ARRANQUE,1.2
ACTIV,CAMBIO DESLIZADORES CADENILLA DE ARRANQUE,0.5
SPIKE,CAMBIO DESLIZADORES CADENILLA DE ARRANQUE,0.5
JETIX,CAMBIO DESLIZADORES CADENILLA DE ARRANQUE,0.5
UNI-K 110,CAMBIO DESLIZADORES CADENILLA DE ARRANQUE,0.5
TRACK,CAMBIO DESLIZADORES CADENILLA DE ARRANQUE,0.5
TRANS-SPORT,CAMBIO DESLIZADORES CADENILLA DE ARRANQUE,0.5
ONE,CAMBIO DESLIZADORES CADENILLA DE ARRANQUE,0.5
FLOW,CAMBIO DESLIZADORES CADENILLA DE ARRANQUE,1
ADVANCE II LF,CAMBIO DESLIZADORES CADENILLA DE ARRANQUE,1
SHOCK,CAMBIO DESLIZADORES CADENILLA DE ARRANQUE,1
ACTIV,CAMBIO PLATO SOPORTE DESLIZADORES,2
SPIKE,CAMBIO PLATO SOPORTE DESLIZADORES,2
JETIX,CAMBIO PLATO SOPORTE DESLIZADORES,2
UNI-K 110,CAMBIO PLATO SOPORTE DESLIZADORES,2
TRACK,CAMBIO PLATO SOPORTE DESLIZADORES,2
TRANS-SPORT,CAMBIO PLATO SOPORTE DESLIZADORES,1
ONE,CAMBIO PLATO SOPORTE DESLIZADORES,2
FLOW,CAMBIO PLATO SOPORTE DESLIZADORES,2
ADVANCE II LF,CAMBIO PLATO SOPORTE DESLIZADORES,2
SHOCK,CAMBIO PLATO SOPORTE DESLIZADORES,2
TOP BOY,CAMBIO DE CLUTCH DE ARRANQUE,1.6
AGILITY,CAMBIO DE CLUTCH DE ARRANQUE,2.5
AGILITY RS,CAMBIO DE CLUTCH DE ARRANQUE,2.5
AGILITY CITY 150,CAMBIO DE CLUTCH DE ARRANQUE,2.5
BET & WIN,CAMBIO DE CLUTCH DE ARRANQUE,2.8
ACTIV,CAMBIO DE CLUTCH DE ARRANQUE,1.2
SPIKE,CAMBIO DE CLUTCH DE ARRANQUE,1.2
AGILITY RS  NAKED,CAMBIO DE CLUTCH DE ARRANQUE,2.5
SUPER 8,CAMBIO DE CLUTCH DE ARRANQUE,2.5
GACELA,CAMBIO DE CLUTCH DE ARRANQUE,2.5
CRUCERO             x-town 300,CAMBIO DE CLUTCH DE ARRANQUE,3
ROCKET,CAMBIO DE CLUTCH DE ARRANQUE,2.5
FLY 125,CAMBIO DE CLUTCH DE ARRANQUE,2.5
TWIST,CAMBIO DE CLUTCH DE ARRANQUE,2.5
JETIX,CAMBIO DE CLUTCH DE ARRANQUE,1.2
UNI-K 110,CAMBIO DE CLUTCH DE ARRANQUE,1.2
TRACK,CAMBIO DE CLUTCH DE ARRANQUE,1.2
PULSAR 135,CAMBIO DE CLUTCH DE ARRANQUE,1.2
Perseo,CAMBIO DE CLUTCH DE ARRANQUE,1.2
PULSAR,CAMBIO DE CLUTCH DE ARRANQUE,1.2
PULSAR 180 UG,CAMBIO DE CLUTCH DE ARRANQUE,1.2
PULSAR 150,CAMBIO DE CLUTCH DE ARRANQUE,1.2
THOR 160,CAMBIO DE CLUTCH DE ARRANQUE,1.2
PULSAR 200,CAMBIO DE CLUTCH DE ARRANQUE,1.2
PULSAR 150 NS,CAMBIO DE CLUTCH DE ARRANQUE,1.2
PULSAR 150 AS,CAMBIO DE CLUTCH DE ARRANQUE,1.2
PULSAR 200 AS,CAMBIO DE CLUTCH DE ARRANQUE,1.2
PULSAR 200 NS,CAMBIO DE CLUTCH DE ARRANQUE,1.2
TITAN,CAMBIO DE CLUTCH DE ARRANQUE,1.3
PULSAR  RS 200,CAMBIO DE CLUTCH DE ARRANQUE,1.3
PULSAR 220,CAMBIO DE CLUTCH DE ARRANQUE,1.2
AVENGER 220,CAMBIO DE CLUTCH DE ARRANQUE,1.2
XCD,CAMBIO DE CLUTCH DE ARRANQUE,1.2
DISCOVER 100,CAMBIO DE CLUTCH DE ARRANQUE,1.2
DISCOVER 135,CAMBIO DE CLUTCH DE ARRANQUE,1.2
DISCOVER 100 5S,CAMBIO DE CLUTCH DE ARRANQUE,1.2
DISCOVER 150,CAMBIO DE CLUTCH DE ARRANQUE,1.2
CHAMPION,CAMBIO DE CLUTCH DE ARRANQUE,1.2
DISCOVER 125 ST,CAMBIO DE CLUTCH DE ARRANQUE,1.2
BOXER BM 150,CAMBIO DE CLUTCH DE ARRANQUE,1.2
BOXER BM 100 ES,CAMBIO DE CLUTCH DE ARRANQUE,1.2
PLATINO 125,CAMBIO DE CLUTCH DE ARRANQUE,1.2
PLATINO 125 - 5S,CAMBIO DE CLUTCH DE ARRANQUE,1.2
PLATINO 110,CAMBIO DE CLUTCH DE ARRANQUE,1.2
FAMILLY,CAMBIO DE CLUTCH DE ARRANQUE,1.2
ZX 130- MAGIC II,CAMBIO DE CLUTCH DE ARRANQUE,1.5
KLX 150,CAMBIO DE CLUTCH DE ARRANQUE,1.2
KLX150  L,CAMBIO DE CLUTCH DE ARRANQUE,1.2
KLX 250,CAMBIO DE CLUTCH DE ARRANQUE,1.5
NINJA 250,CAMBIO DE CLUTCH DE ARRANQUE,1.8
NINJA 250 FI,CAMBIO DE CLUTCH DE ARRANQUE,1.8
Z250,CAMBIO DE CLUTCH DE ARRANQUE,1.5
Z250 SL,CAMBIO DE CLUTCH DE ARRANQUE,1.5
ER-6n,CAMBIO DE CLUTCH DE ARRANQUE,1.5
TRANS-SPORT,CAMBIO DE CLUTCH DE ARRANQUE,1.3
MRX 150,CAMBIO DE CLUTCH DE ARRANQUE,1.2
FURAX,CAMBIO DE CLUTCH DE ARRANQUE,1.3
BOMBER 125,CAMBIO DE CLUTCH DE ARRANQUE,1.5
BOMBER 250,CAMBIO DE CLUTCH DE ARRANQUE,1
COMBAT 125,CAMBIO DE CLUTCH DE ARRANQUE,1.5
ZS,CAMBIO DE CLUTCH DE ARRANQUE,2.5
LIFE,CAMBIO DE CLUTCH DE ARRANQUE,2.5
HUNTER,CAMBIO DE CLUTCH DE ARRANQUE,2.5
BLACK,CAMBIO DE CLUTCH DE ARRANQUE,2.5
VENOM 400,CAMBIO DE CLUTCH DE ARRANQUE,1.5
VENOM 250,CAMBIO DE CLUTCH DE ARRANQUE,1.2
ONE,CAMBIO DE CLUTCH DE ARRANQUE,1.2
FLOW,CAMBIO DE CLUTCH DE ARRANQUE,1.2
ADVANCE II LF,CAMBIO DE CLUTCH DE ARRANQUE,1.2
ZONTES 155,CAMBIO DE CLUTCH DE ARRANQUE,1.5
ZONTES 310M,CAMBIO DE CLUTCH DE ARRANQUE,2.5
SHOCK,CAMBIO DE CLUTCH DE ARRANQUE,1.2
TNT150i,CAMBIO DE CLUTCH DE ARRANQUE,1.5
180S,CAMBIO DE CLUTCH DE ARRANQUE,1.5
TNT25N,CAMBIO DE CLUTCH DE ARRANQUE,1.5
LEONCINO 500,CAMBIO DE CLUTCH DE ARRANQUE,1.5
LEONCINO 250,CAMBIO DE CLUTCH DE ARRANQUE,1.5
TRK 500X,CAMBIO DE CLUTCH DE ARRANQUE,1.5
TRK 251,CAMBIO DE CLUTCH DE ARRANQUE,1.5
302 S,CAMBIO DE CLUTCH DE ARRANQUE,1.5
TRANS-SPORT,CAMBIO RETENEDOR PLATO BASE DEL ARRANQUE,1.8
BET & WIN,CAMBIO EMPAQUE TAPA VOLANTE,2.5
ACTIV,CAMBIO EMPAQUE TAPA VOLANTE,0.6
SPIKE,CAMBIO EMPAQUE TAPA VOLANTE,0.6
JETIX,CAMBIO EMPAQUE TAPA VOLANTE,0.6
UNI-K 110,CAMBIO EMPAQUE TAPA VOLANTE,0.6
TRACK,CAMBIO EMPAQUE TAPA VOLANTE,0.6
PULSAR 135,CAMBIO EMPAQUE TAPA VOLANTE,0.5
Perseo,CAMBIO EMPAQUE TAPA VOLANTE,0.5
PULSAR,CAMBIO EMPAQUE TAPA VOLANTE,0.4
PULSAR 180 UG,CAMBIO EMPAQUE TAPA VOLANTE,0.4
PULSAR 150,CAMBIO EMPAQUE TAPA VOLANTE,0.4
THOR 160,CAMBIO EMPAQUE TAPA VOLANTE,0.5
PULSAR 200,CAMBIO EMPAQUE TAPA VOLANTE,0.5
PULSAR 150 NS,CAMBIO EMPAQUE TAPA VOLANTE,0.5
PULSAR 150 AS,CAMBIO EMPAQUE TAPA VOLANTE,0.5
PULSAR 200 AS,CAMBIO EMPAQUE TAPA VOLANTE,0.5
PULSAR 200 NS,CAMBIO EMPAQUE TAPA VOLANTE,0.5
TITAN,CAMBIO EMPAQUE TAPA VOLANTE,0.6
PULSAR  RS 200,CAMBIO EMPAQUE TAPA VOLANTE,0.6
PULSAR 220,CAMBIO EMPAQUE TAPA VOLANTE,0.4
AVENGER 220,CAMBIO EMPAQUE TAPA VOLANTE,0.4
XCD,CAMBIO EMPAQUE TAPA VOLANTE,0.4
DISCOVER 100,CAMBIO EMPAQUE TAPA VOLANTE,0.4
DISCOVER 135,CAMBIO EMPAQUE TAPA VOLANTE,0.4
BOXER,CAMBIO EMPAQUE TAPA VOLANTE,0.4
LEXUS,CAMBIO EMPAQUE TAPA VOLANTE,0.4
DISCOVER 100 5S,CAMBIO EMPAQUE TAPA VOLANTE,0.5
DISCOVER 150,CAMBIO EMPAQUE TAPA VOLANTE,0.5
CHAMPION,CAMBIO EMPAQUE TAPA VOLANTE,0.5
DISCOVER 125 ST,CAMBIO EMPAQUE TAPA VOLANTE,0.5
BOXER BM 100,CAMBIO EMPAQUE TAPA VOLANTE,0.4
BOXER BM 150,CAMBIO EMPAQUE TAPA VOLANTE,0.4
BOXER BM 100 ES,CAMBIO EMPAQUE TAPA VOLANTE,0.4
PLATINO 125,CAMBIO EMPAQUE TAPA VOLANTE,0.4
PLATINO 125 - 5S,CAMBIO EMPAQUE TAPA VOLANTE,0.4
PLATINO 100,CAMBIO EMPAQUE TAPA VOLANTE,0.4
PLATINO 110,CAMBIO EMPAQUE TAPA VOLANTE,0.4
FAMILLY,CAMBIO EMPAQUE TAPA VOLANTE,0.4
KAZE MAX II,CAMBIO EMPAQUE TAPA VOLANTE,0.8
ZX 130- MAGIC II,CAMBIO EMPAQUE TAPA VOLANTE,0.8
KMX,CAMBIO EMPAQUE TAPA VOLANTE,0.4
KLX 150,CAMBIO EMPAQUE TAPA VOLANTE,0.4
KLX150  L,CAMBIO EMPAQUE TAPA VOLANTE,0.4
KLX 250,CAMBIO EMPAQUE TAPA VOLANTE,0.5
NINJA 250,CAMBIO EMPAQUE TAPA VOLANTE,1
NINJA 250 FI,CAMBIO EMPAQUE TAPA VOLANTE,1
Z250,CAMBIO EMPAQUE TAPA VOLANTE,1
Z250 SL,CAMBIO EMPAQUE TAPA VOLANTE,1
ER-6n,CAMBIO EMPAQUE TAPA VOLANTE,1
TRANS-SPORT,CAMBIO EMPAQUE TAPA VOLANTE,0.8
MRX 150,CAMBIO EMPAQUE TAPA VOLANTE,0.4
FURAX,CAMBIO EMPAQUE TAPA VOLANTE,0.8
BOMBER 125,CAMBIO EMPAQUE TAPA VOLANTE,0.5
BOMBER 250,CAMBIO EMPAQUE TAPA VOLANTE,0.6
COMBAT 125,CAMBIO EMPAQUE TAPA VOLANTE,0.5
VENOM 400,CAMBIO EMPAQUE TAPA VOLANTE,0.7
VENOM 250,CAMBIO EMPAQUE TAPA VOLANTE,0.5
ONE,CAMBIO EMPAQUE TAPA VOLANTE,0.6
FLOW,CAMBIO EMPAQUE TAPA VOLANTE,0.7
ADVANCE II LF,CAMBIO EMPAQUE TAPA VOLANTE,0.6
ZONTES 155,CAMBIO EMPAQUE TAPA VOLANTE,1
SHOCK,CAMBIO EMPAQUE TAPA VOLANTE,0.6
TNT150i,CAMBIO EMPAQUE TAPA VOLANTE,1
180S,CAMBIO EMPAQUE TAPA VOLANTE,1
TNT25N,CAMBIO EMPAQUE TAPA VOLANTE,1
LEONCINO 500,CAMBIO EMPAQUE TAPA VOLANTE,1
LEONCINO 250,CAMBIO EMPAQUE TAPA VOLANTE,1
TRK 500X,CAMBIO EMPAQUE TAPA VOLANTE,1
TRK 251,CAMBIO EMPAQUE TAPA VOLANTE,1
302 S,CAMBIO EMPAQUE TAPA VOLANTE,1
ACTIV,CAMBIO DE RODAMIENTO O BUJE DE CLUTCH DEL ARRANQUE,1.2
SPIKE,CAMBIO DE RODAMIENTO O BUJE DE CLUTCH DEL ARRANQUE,1.2
JETIX,CAMBIO DE RODAMIENTO O BUJE DE CLUTCH DEL ARRANQUE,1.2
UNI-K 110,CAMBIO DE RODAMIENTO O BUJE DE CLUTCH DEL ARRANQUE,1.2
TRACK,CAMBIO DE RODAMIENTO O BUJE DE CLUTCH DEL ARRANQUE,1.2
PULSAR 135,CAMBIO DE RODAMIENTO O BUJE DE CLUTCH DEL ARRANQUE,1.2
Perseo,CAMBIO DE RODAMIENTO O BUJE DE CLUTCH DEL ARRANQUE,1.2
PULSAR,CAMBIO DE RODAMIENTO O BUJE DE CLUTCH DEL ARRANQUE,1.2
PULSAR 180 UG,CAMBIO DE RODAMIENTO O BUJE DE CLUTCH DEL ARRANQUE,1.2
PULSAR 150,CAMBIO DE RODAMIENTO O BUJE DE CLUTCH DEL ARRANQUE,1.2
THOR 160,CAMBIO DE RODAMIENTO O BUJE DE CLUTCH DEL ARRANQUE,1.2
PULSAR 200,CAMBIO DE RODAMIENTO O BUJE DE CLUTCH DEL ARRANQUE,1.2
PULSAR 220,CAMBIO DE RODAMIENTO O BUJE DE CLUTCH DEL ARRANQUE,1.2
AVENGER 220,CAMBIO DE RODAMIENTO O BUJE DE CLUTCH DEL ARRANQUE,1.2
XCD,CAMBIO DE RODAMIENTO O BUJE DE CLUTCH DEL ARRANQUE,1.4
DISCOVER 100,CAMBIO DE RODAMIENTO O BUJE DE CLUTCH DEL ARRANQUE,1.4
DISCOVER 135,CAMBIO DE RODAMIENTO O BUJE DE CLUTCH DEL ARRANQUE,1.2
DISCOVER 100 5S,CAMBIO DE RODAMIENTO O BUJE DE CLUTCH DEL ARRANQUE,1.2
DISCOVER 150,CAMBIO DE RODAMIENTO O BUJE DE CLUTCH DEL ARRANQUE,1.2
CHAMPION,CAMBIO DE RODAMIENTO O BUJE DE CLUTCH DEL ARRANQUE,1.2
DISCOVER 125 ST,CAMBIO DE RODAMIENTO O BUJE DE CLUTCH DEL ARRANQUE,1.2
BOXER BM 150,CAMBIO DE RODAMIENTO O BUJE DE CLUTCH DEL ARRANQUE,1.4
BOXER BM 100 ES,CAMBIO DE RODAMIENTO O BUJE DE CLUTCH DEL ARRANQUE,1.4
PLATINO 125,CAMBIO DE RODAMIENTO O BUJE DE CLUTCH DEL ARRANQUE,1.4
